1007_s_at	10.15166283
1053_at	7.968720913
117_at	4.593313217
121_at	10.23859215
1255_g_at	2.661983013
1294_at	6.398942947
1316_at	5.142264843
1320_at	5.405385017
1405_i_at	2.898861885
1431_at	3.079785109
1438_at	5.509037971
1487_at	8.09559536
1494_f_at	5.361155033
1552256_a_at	7.341020107
1552257_a_at	7.634935856
1552258_at	4.462913036
1552261_at	5.1809659
1552263_at	5.383409977
1552264_a_at	7.972227097
1552266_at	3.181390047
1552269_at	4.970849037
1552271_at	5.21468401
1552272_a_at	5.08784008
1552274_at	5.950804234
1552275_s_at	5.404279232
1552276_a_at	5.566164017
1552277_a_at	7.115367889
1552278_a_at	4.281299114
1552279_a_at	6.402049065
1552280_at	3.273180962
1552281_at	6.586855888
1552283_s_at	3.889592886
1552286_at	4.500016212
1552287_s_at	5.083539009
1552288_at	4.208920002
1552289_a_at	4.578680992
1552291_at	7.010260105
1552293_at	4.157523155
1552295_a_at	7.038681984
1552296_at	2.902637005
1552299_at	4.289614201
1552301_a_at	4.40527916
1552302_at	2.745018959
1552303_a_at	4.555628777
1552304_at	3.988917112
1552306_at	5.057040215
1552307_a_at	6.609201908
1552309_a_at	3.465925932
1552310_at	6.328554153
1552311_a_at	6.024926186
1552312_a_at	7.063130856
1552314_a_at	4.705999851
1552315_at	3.734509945
1552316_a_at	2.957103014
1552318_at	2.72022295
1552319_a_at	7.676730156
1552320_a_at	2.944875002
1552321_a_at	3.150374889
1552322_at	2.855421066
1552323_s_at	4.645936012
1552325_at	2.275624037
1552326_a_at	3.962126017
1552327_at	3.009053946
1552329_at	4.058636189
1552330_at	5.390552044
1552332_at	6.554671764
1552334_at	5.026487827
1552335_at	5.232637882
1552337_s_at	4.870763779
1552338_at	4.037063122
1552340_at	3.592204094
1552343_s_at	4.374088764
1552344_s_at	7.810730934
1552347_at	7.822547913
1552348_at	5.763288021
1552349_a_at	4.020410061
1552354_at	4.261447906
1552355_s_at	5.02621603
1552359_at	2.569928885
1552360_a_at	4.06829977
1552362_a_at	4.612895012
1552364_s_at	5.045151234
1552365_at	2.649422884
1552367_a_at	2.699860096
1552368_at	2.967061996
1552370_at	5.350721836
1552372_at	2.833415031
1552373_s_at	2.28804493
1552375_at	4.177611828
1552377_s_at	6.302399158
1552378_s_at	4.545588017
1552379_at	2.484986067
1552381_at	3.105489969
1552383_at	5.767427921
1552384_a_at	4.803310871
1552386_at	2.80726099
1552388_at	5.279604912
1552389_at	3.319884062
