1007_s_at	8.490451813
1053_at	8.006054878
117_at	4.809894085
121_at	7.544190884
1255_g_at	2.807267904
1294_at	6.395696163
1316_at	5.069213867
1320_at	4.781898022
1405_i_at	2.47329998
1431_at	3.205293894
1438_at	5.679803848
1487_at	9.196883202
1494_f_at	4.906116962
1552256_a_at	8.824117661
1552257_a_at	8.252664566
1552258_at	4.019227982
1552261_at	4.501523972
1552263_at	4.65906477
1552264_a_at	7.488825798
1552266_at	2.645378113
1552269_at	3.650495052
1552271_at	5.747440815
1552272_a_at	6.042335033
1552274_at	7.610101223
1552275_s_at	7.818760872
1552276_a_at	5.766045094
1552277_a_at	8.778373718
1552278_a_at	3.965361118
1552279_a_at	5.892407894
1552280_at	3.114630938
1552281_at	6.531104088
1552283_s_at	4.312115192
1552286_at	5.985476971
1552287_s_at	6.340464115
1552288_at	3.418380022
1552289_a_at	3.853849888
1552291_at	6.845074177
1552293_at	4.092072964
1552295_a_at	7.036249161
1552296_at	3.199213982
1552299_at	3.644804955
1552301_a_at	4.25644207
1552302_at	3.069020987
1552303_a_at	4.618329048
1552304_at	3.176422119
1552306_at	3.874788046
1552307_a_at	5.847729206
1552309_a_at	4.485089779
1552310_at	6.96795702
1552311_a_at	6.199965
1552312_a_at	6.892896175
1552314_a_at	4.204222202
1552315_at	3.840737104
1552316_a_at	2.832326889
1552318_at	2.686342001
1552319_a_at	3.37688899
1552320_a_at	2.536287069
1552321_a_at	2.878638983
1552322_at	2.550522089
1552323_s_at	3.778553009
1552325_at	2.587855101
1552326_a_at	3.887788057
1552327_at	2.854095936
1552329_at	5.268622875
1552330_at	5.594375134
1552332_at	7.132166862
1552334_at	6.80279398
1552335_at	5.196279049
1552337_s_at	4.835264206
1552338_at	4.061260223
1552340_at	3.597768068
1552343_s_at	3.923135996
1552344_s_at	5.809473991
1552347_at	6.451879978
1552348_at	6.359302998
1552349_a_at	4.532077789
1552354_at	4.332007885
1552355_s_at	5.408670902
1552359_at	2.666367054
1552360_a_at	5.041779995
1552362_a_at	4.895668983
1552364_s_at	4.727258205
1552365_at	2.429966927
1552367_a_at	2.697999001
1552368_at	3.641042948
1552370_at	4.964735985
1552372_at	2.414962053
1552373_s_at	2.549566031
1552375_at	4.735917091
1552377_s_at	6.084767818
1552378_s_at	4.540097237
1552379_at	2.419637918
1552381_at	2.681256056
1552383_at	5.661445141
1552384_a_at	5.005037785
1552386_at	2.45765996
1552388_at	5.402263165
1552389_at	2.72024107
1552390_a_at	2.914447069
1552391_at	3.748083115
1552393_at	2.476191044
1552394_a_at	2.99861002
1552395_at	6.606269836
1552396_at	4.128464222
1552398_a_at	2.673621893
1552399_a_at	4.147997856
1552400_a_at	4.088412762
1552401_a_at	3.001852989
1552402_at	3.706871986
1552405_at	4.092072964
1552408_at	3.045370102
1552409_a_at	5.354486942
1552410_at	4.983949184
1552411_at	6.068943977
1552412_a_at	3.535191059
1552414_at	3.888410091
1552415_a_at	3.660181999
1552417_a_at	6.005537033
1552418_at	4.818841934
1552419_s_at	5.477398872
1552421_a_at	3.491400957
1552422_at	4.082825184
1552423_at	5.247354031
1552424_at	2.873064995
1552425_a_at	3.538048983
1552426_a_at	7.717362881
1552427_at	3.574302912
1552430_at	3.490264893
1552432_at	4.634852886
1552436_a_at	4.084002972
1552438_a_at	2.935175896
1552439_s_at	2.646961927
1552440_at	3.88203311
1552445_a_at	3.364171982
1552448_a_at	3.600981951
1552449_a_at	3.461872101
1552450_a_at	5.209363937
1552452_at	3.068675995
1552453_a_at	3.518140078
1552455_at	4.235892773
1552456_a_at	4.176799774
1552457_a_at	2.884049892
1552458_at	2.806730986
1552459_a_at	4.214467049
1552461_at	2.991138935
1552463_at	3.015681028
1552466_x_at	2.633085966
1552467_at	5.980136871
1552468_a_at	3.897927046
1552470_a_at	4.816290855
1552472_a_at	8.069811821
1552473_at	6.66760397
1552474_a_at	6.848380089
1552476_s_at	5.438755035
1552477_a_at	2.857575893
1552478_a_at	2.855175972
1552480_s_at	2.51668191
1552481_s_at	4.544328213
1552482_at	3.777873993
1552484_at	5.681952953
1552485_at	7.234941006
1552486_s_at	6.511702061
1552487_a_at	2.590730906
1552489_s_at	2.873064995
1552490_at	3.521073103
1552491_at	4.202527046
1552493_s_at	4.068799019
1552494_at	4.338079929
1552496_a_at	3.515028
1552497_a_at	4.549439907
1552498_at	3.637975931
1552499_a_at	3.764647007
1552501_a_at	5.455338955
1552502_s_at	3.041335106
1552503_at	3.849459887
1552504_a_at	5.436785221
1552506_at	3.659842968
1552507_at	4.249701023
1552508_at	3.789377928
1552509_a_at	3.02552104
1552510_at	7.429062843
1552511_a_at	2.796133041
1552514_at	2.804342985
1552515_at	3.960210085
1552516_a_at	4.737306118
1552518_s_at	4.44492197
1552519_at	5.756394863
1552520_at	3.441243887
1552521_a_at	2.417907953
1552522_at	2.650578022
1552523_a_at	3.98148489
1552524_at	5.907559872
1552526_at	3.943384886
1552528_at	6.307907104
1552531_a_at	3.631189108
1552532_a_at	2.965497971
