#probe_size	time
1		0.38
1		0.28
1		0.34
1		0.42
1		0.42
1		0.44
1		0.18
1		0.26
1		0.31
1		0.23
1		0.28
1		0.28
1		0.23
1		0.23
1		0.19
1		0.27
1		0.25
1		0.23
1		0.39
1		1.31
1		0.77
1		1.1
1		0.38
1		1.56
3		0.24
3		0.25
3		0.42
3		0.26
3		0.47
3		0.31
3		0.16
3		0.22
3		0.24
3		0.36
3		0.25
3		0.35
3		0.31
3		0.2
3		0.29
3		0.26
3		0.34
3		0.23
3		0.68
3		1.2
3		0.65
3		1.25
3		0.97
3		1.77
5		0.33
5		0.19
5		0.28
5		0.37
5		0.21
5		0.33
5		0.27
5		0.3
5		0.24
5		0.37
5		0.25
5		0.41
5		0.26
5		0.2
5		0.21
5		0.27
5		0.23
5		0.37
5		0.58
5		1.12
5		0.38
5		1.27
5		0.75
5		1.68
7		0.29
7		0.3
7		0.28
7		0.51
7		0.34
7		0.43
7		0.31
7		0.2
7		0.29
7		0.31
7		0.3
7		0.35
7		0.23
7		0.32
7		0.34
7		0.2
7		0.25
7		0.4
7		0.81
7		0.39
7		0.54
7		1.24
7		1.31
7		0.78
9		0.38
9		0.34
9		0.33
9		0.24
9		0.36
9		0.34
9		0.27
9		0.28
9		0.22
9		0.23
9		0.37
9		0.43
9		0.28
9		0.23
9		0.29
9		0.24
9		0.27
9		0.21
9		0.8
9		0.82
9		1.13
9		1.04
9		1.06
9		0.98
11		0.28
11		0.48
11		0.48
11		0.4
11		0.37
11		0.42
11		0.37
11		0.32
11		0.39
11		0.27
11		0.28
11		0.37
11		0.29
11		0.26
11		0.32
11		0.28
11		0.38
11		0.39
11		0.51
11		0.88
11		0.9
11		0.61
11		0.63
11		0.6
13		0.28
13		0.34
13		0.27
13		0.55
13		0.58
13		0.38
13		0.37
13		0.28
13		0.27
13		0.32
13		0.44
13		0.51
13		0.34
13		0.34
13		0.28
13		0.29
13		0.26
13		0.43
13		0.55
13		0.52
13		0.66
13		0.71
13		0.85
13		0.81
15		0.3
15		0.46
15		0.35
15		0.33
15		0.36
15		0.5
15		0.31
15		0.35
15		0.35
15		0.32
15		0.5
15		0.36
15		0.26
15		0.29
15		0.3
15		0.37
15		0.29
15		0.49
15		0.81
15		0.49
15		0.51
15		0.74
15		0.92
15		0.75
17		0.44
17		0.34
17		0.45
17		0.39
17		0.37
17		0.56
17		0.32
17		0.46
17		0.39
17		0.31
17		0.37
17		0.4
17		0.29
17		0.39
17		0.34
17		0.41
17		0.3
17		0.48
17		0.49
17		0.6
17		0.88
17		0.82
17		1.19
17		0.7
19		0.52
19		0.41
19		0.36
19		0.42
19		0.47
19		0.33
19		0.34
19		0.48
19		0.34
19		0.42
19		0.34
19		0.37
19		0.33
19		0.29
19		0.34
19		0.49
19		0.38
19		0.46
19		0.77
19		0.66
19		0.56
19		0.73
19		0.87
19		0.79
21		0.37
21		0.5
21		0.43
21		0.35
21		0.33
21		0.35
21		0.36
21		0.59
21		0.47
21		0.56
21		0.53
21		0.4
21		0.48
21		0.43
21		0.3
21		0.41
21		0.43
21		0.37
21		0.7
21		0.59
21		0.56
21		0.94
21		0.69
21		1.01
23		0.51
23		0.4
23		0.49
23		0.41
23		0.36
23		0.51
23		0.37
23		0.45
23		0.54
23		0.56
23		0.59
23		0.38
23		0.43
23		0.39
23		0.31
23		0.45
23		0.38
23		0.55
23		0.62
23		0.73
23		0.62
23		1.17
23		1.33
23		1.35
25		0.43
25		0.48
25		0.43
25		0.4
25		0.4
25		0.48
25		0.39
25		0.47
25		0.4
25		0.61
25		0.55
25		0.52
25		0.32
25		0.35
25		0.52
25		0.38
25		0.48
25		0.48
25		0.71
25		0.73
25		0.78
25		1.32
25		1.55
25		0.98
