#probe_size	time
1		6.32
1		1.52
1		0.17
1		1.31
1		2.23
1		3.45
1		0.57
1		31.93
1		5.94
1		0.54
1		0.17
1		0.95
1		3864.63
1		113.28
1		86.69
1		0.78
1		0.31
1		1.31
1		840.65
1		109.36
1		9356.57
1		99.95
1		1137.49
1		3554.34
3		0.16
3		0.28
3		0.25
3		0.49
3		0.3
3		1.38
3		0.97
3		2.12
3		0.86
3		0.39
3		2.08
3		0.88
3		75.14
3		297.51
3		564.29
3		0.65
3		0.24
3		0.18
3		45.51
3		214.54
3		70.13
3		184.44
3		21.43
3		48.28
5		0.53
5		0.23
5		0.36
5		0.58
5		0.51
5		0.48
5		0.53
5		0.66
5		1.39
5		0.58
5		0.55
5		0.58
5		42.05
5		163.07
5		699.32
5		0.26
5		0.2
5		0.34
5		380.82
5		139.96
5		58.13
5		76.26
5		84.2
5		202.2
7		0.67
7		0.52
7		0.44
7		1.4
7		0.75
7		0.47
7		1.01
7		0.73
7		1.24
7		2.16
7		1.32
7		0.26
7		672.37
7		417.03
7		426.84
7		0.83
7		0.5
7		0.21
7		329.96
7		1325.92
7		52.2
7		330.19
7		15.88
7		23.26
9		0.43
9		0.4
9		2.54
9		0.42
9		1.19
9		1.19
9		0.97
9		1.36
9		0.64
9		0.33
9		0.53
9		1.22
9		619.06
9		147.37
9		203.16
9		0.23
9		2.18
9		0.49
9		206.35
9		58.21
9		70.21
9		432.7
9		474.95
9		33.17
11		0.44
11		0.25
11		0.76
11		0.49
11		1.02
11		0.72
11		0.93
11		0.4
11		0.47
11		0.63
11		1.03
11		0.56
11		499.22
11		111.67
11		171.76
11		0.51
11		0.43
11		1.19
11		222.36
11		505.0
11		193.74
11		358.37
11		107.21
11		698.37
13		0.51
13		0.74
13		1.22
13		0.68
13		1.53
13		0.66
13		1.53
13		0.6
13		0.45
13		0.33
13		0.41
13		1.02
13		350.68
13		389.05
13		156.67
13		0.35
13		0.48
13		0.51
13		840.49
13		97.54
13		71.33
13		442.31
13		108.92
13		306.0
15		2.4
15		1.1
15		0.42
15		0.64
15		1.25
15		4.56
15		0.94
15		0.88
15		1.05
15		0.6
15		0.9
15		0.78
15		160.79
15		122.98
15		240.09
15		1.0
15		0.48
15		1.05
15		121.85
15		162.23
15		275.26
15		74.29
15		46.28
15		378.76
17		0.5
17		0.45
17		0.55
17		0.93
17		0.96
17		0.91
17		0.71
17		1.36
17		1.55
17		1.39
17		0.78
17		0.78
17		514.11
17		404.27
17		194.9
17		0.47
17		0.8
17		0.67
17		362.46
17		400.41
17		322.26
17		172.2
17		72.35
17		186.52
19		0.97
19		1.07
19		0.48
19		2.36
19		0.75
19		0.7
19		1.24
19		1.22
19		1.44
19		0.83
19		1.75
19		0.93
19		235.36
19		361.7
19		234.2
19		0.92
19		1.21
19		0.69
19		686.2
19		147.85
19		1868.67
19		551.07
19		952.99
19		279.21
21		0.4
21		9.72
21		1.33
21		1.84
21		1.29
21		0.9
21		1.11
21		1.08
21		1.24
21		1.32
21		0.91
21		0.51
21		493.93
21		729.52
21		588.0
21		1.09
21		0.61
21		1.37
21		708.05
21		1792.22
21		646.07
21		137.13
21		241.5
21		224.74
23		0.81
23		0.9
23		0.87
23		1.1
23		1.99
23		2.17
23		0.92
23		0.84
23		1.44
23		1.03
23		0.81
23		1.05
23		601.5
23		465.55
23		546.95
23		2.03
23		0.92
23		0.84
23		564.72
23		281.75
23		2307.15
23		314.4
23		218.24
23		50.46
25		0.74
25		0.96
25		1.39
25		1.37
25		1.03
25		3.63
25		0.84
25		1.39
25		1.05
25		0.39
25		0.74
25		1.01
25		681.8
25		235.41
25		462.63
25		2.01
25		0.52
25		0.57
25		284.75
25		422.38
25		613.4
25		220.59
25		241.13
25		1440.09
